Nombre de la revista,"Number of contribution
in magazine","Contributor
Last name / first name",Roles de los colaboradores ,Pseudonym / abbreviation used,Source of contributor data,Sex,País de origen,Year of Birth,Year of Death,Age at contribution,Title of contribution,Issue number,Original issue date,Calculable issue date,"Inicio
[aaaa-mm-dd] ","Término
[aaaa-mm-dd] ","Duración
[pasos de tiempo en días]","Type of contribution
[Género según investigador]",Género según la revista,Lengua,Dedicatoria,Libros reseñados,Traductor,Lengua original,No. páginas,Mención de viajeros ,"Adaptación / apropiación /
modificación / reinterpretación","Intermediarios en
las transferencias",Comentarios
La Gruta,94,Anónimo,,,NA,M,NA,NA,NA,NA,decreto N°.84 de 1903,7,10 September 1903,1903-09-10,1903-09-10,1903-09-26,16,Decreto,Decreto,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,95,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,7,10 September 1903,1903-09-10,1903-09-10,1903-09-26,16,Anuncio,NA,NA,NA,,NA,,2,NA,NA,NA,
La Gruta,96,"Maya, Juan Antonio",,,https://www.eltiempo.com/archivo/documento/MAM-555010,M,Colombiano,1879,NA,NA,Apoteosis,7,10 September 1903,1903-09-10,1903-09-10,1903-09-26,16,Poesía,NA,NA,A Víctor Londoño,,NA,,2,NA,NA,NA,https://www.eltiempo.com/archivo/documento/MAM-555010
La Gruta,97,Anónimo,,,NA,M,NA,NA,NA,NA,La agencia de Fedérico Rivas Frade,8,26 September 1903,1903-09-26,1903-09-26,1903-10-03,7,Anuncio,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,98,"Carbonell, Gonzalo",,,https://go.gale.com/ps/i.do?id=GALE%7CA152583855&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=01202537&p=IFME&sw=w&userGroupName=anon%7E16508e10,M,Colombiano,NA,NA,NA,Sonata,8,26 September 1903,1903-09-26,1903-09-26,1903-10-03,7,Poesía,NA,NA,A Eduardo Ortega,,NA,,1,NA,NA,NA,https://go.gale.com/ps/i.do?id=GALE%7CA152583855&sid=googleScholar&v=2.1&it=r&linkaccess=abs&issn=01202537&p=IFME&sw=w&userGroupName=anon%7E16508e10
La Gruta,99,"Acosta, Javier",,,NA,M,Colombiano,NA,NA,NA,Soenetos cordiales,8,26 September 1903,1903-09-26,1903-09-26,1903-10-03,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,100,"Sanín Cano, Baldomero",,,https://es.wikipedia.org/wiki/Baldomero_San%C3%ADn_Cano,M,Colombiano,1861,1957,NA,¡Salve regina!,8,26 September 1903,1903-09-26,1903-09-26,1903-10-03,7,Crítica,NA,NA,Para T.U.,,NA,,2,NA,NA,NA,
La Gruta,101,"Rémy, François",,,https://books.google.com.co/books?id=xmna3X1t3c4C&pg=PA290&lpg=PA290&dq=Francois+R%C3%A9my+escritor&source=bl&ots=PHmocDJ4Ci&sig=ACfU3U2h6inNS1dU3rkQocNAOPWsEjOcMA&hl=es&sa=X&ved=2ahUKEwjgl-LSu4TzAhWfRzABHSLzDy4Q6AF6BAgMEAM#v=onepage&q=Francois%20R%C3%A9my%20escritor&f=false,M,Francés,NA,NA,NA,Versos a la luna,8,26 September 1903,1903-09-26,1903-09-26,1903-10-03,7,Cuento,NA,NA,NA,,NA,,3,NA,NA,NA,https://books.google.com.co/books?id=xmna3X1t3c4C&pg=PA290&lpg=PA290&dq=Francois+R%C3%A9my+escritor&source=bl&ots=PHmocDJ4Ci&sig=ACfU3U2h6inNS1dU3rkQocNAOPWsEjOcMA&hl=es&sa=X&ved=2ahUKEwjgl-LSu4TzAhWfRzABHSLzDy4Q6AF6BAgMEAM#v=onepage&q=Francois%20R%C3%A9my%20escritor&f=false
La Gruta,102,"D'Oribe, R.",,,NA,M,Colombiano,NA,NA,NA,LA condesa original,8,26 September 1903,1903-09-26,1903-09-26,1903-10-03,7,Cuento,NA,NA,NA,,NA,,2,NA,NA,NA,
La Gruta,103,"Espinosa Guzmán, Rafael",director,REG,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,1858,NA,NA,La semana,8,26 September 1903,1903-09-26,1903-09-26,1903-10-03,7,No ficción,NA,NA,NA,,NA,,5,NA,NA,NA,
La Gruta,104,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,8,26 September 1903,1903-09-26,1903-09-26,1903-10-03,7,Anuncio,NA,NA,NA,,NA,,2,NA,NA,NA,
La Gruta,105,Anónimo,,,NA,M,NA,NA,NA,NA,La agencia de Fedérico Rivas Frade,9,3 Oktober 1903,1903-10-03,1903-10-03,1903-10-03,0,Anuncio,NA,NA,NA,,NA,,sd,NA,NA,NA,
La Gruta,106,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,9,3 Oktober 1903,1903-10-03,1903-10-03,1903-10-03,0,Anuncio,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,107,"Villafañe, Carlos",,,https://www.ecured.cu/Carlos_Mar%C3%ADa_Villafa%C3%B1e,M,Colombiano,1881,1959,NA,Yo pecador,9,3 Oktober 1903,1903-10-03,1903-10-03,1903-10-10,7,Poesía,NA,NA,Para Guillermo Valencia,,NA,,1,NA,NA,NA,
La Gruta,108,"Herrán, Pablo Emilio",,,NA,M,Colombiano,NA,NA,NA,Invitación,9,3 Oktober 1903,1903-10-03,1903-10-03,1903-10-10,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,109,"Güell, Joaquín M.",,,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombiano,NA,NA,NA,Fuerza mayor...,9,3 Oktober 1903,1903-10-03,1903-10-03,1903-10-10,7,Cuento,NA,NA,Para Manuel Castello,,NA,,2,NA,NA,NA,
La Gruta,110,"Briceño, Manuel",,,https://www.academia.edu/2437242/Los_Comuneros,M,Colombiano,NA,NA,NA,Uno de tantos,9,3 Oktober 1903,1903-10-03,1903-10-03,1903-10-10,7,Cuento,NA,NA,Para Artura Quijano,,NA,,3,NA,NA,NA,https://www.academia.edu/2437242/Los_Comuneros
La Gruta,111,"Espinosa Guzmán, Rafael",director,REG,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,1858,NA,NA,La semana,9,3 Oktober 1903,1903-10-03,1903-10-03,1903-10-10,7,No ficción,NA,NA,NA,,NA,,5,NA,NA,NA,
La Gruta,112,"Castello, Carlos",,,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,NA,NA,NA,Dulce muerte,9,3 Oktober 1903,1903-10-03,1903-10-03,1903-10-10,7,Cuento,NA,NA,NA,,NA,,4,NA,NA,NA,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma
La Gruta,113,"Rivas Frade, Fedérico",director,,"https://www.ecured.cu/Federico_Rivas_Frade#:~:text=Fue%20conocido%20especialmente%20por%20sus,primer%20diario%20liberal%20de%20Bogot%C3%A1.",M,Colombiano,1856,1922,NA,Rima,9,3 Oktober 1903,1903-10-03,1903-10-03,1903-10-10,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,114,"Valencia, Francisco",,Pacho Valencia,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,NA,NA,NA,Tu boca,9,3 Oktober 1903,1903-10-03,1903-10-03,1903-10-10,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma
La Gruta,115,Anónimo,,,NA,M,NA,NA,NA,NA,Correcciones,9,3 Oktober 1903,1903-10-03,1903-10-03,1903-10-10,7,Correcciones,Correcciones,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,116,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,9,3 Oktober 1903,1903-10-03,1903-10-03,1903-10-10,7,Anuncio,NA,NA,NA,,NA,,2,NA,NA,NA,
La Gruta,117,Anónimo,,,NA,M,NA,NA,NA,NA,La agencia de Fedérico Rivas Frade,10,10 Oktober 1903,1903-10-10,1903-10-10,1903-10-17,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,118,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,10,10 Oktober 1903,1903-10-10,1903-10-10,1903-10-17,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,119,"Güell, Joaquín M.",,,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombiano,NA,NA,NA,Eros,10,10 Oktober 1903,1903-10-10,1903-10-10,1903-10-17,7,Poesía,NA,NA,A Javier Acosta,,NA,,1,NA,NA,NA,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf
La Gruta,120,"López, Ismael",,Cornelio Hispano,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombiano,1880,1962,NA,Flores de samos,10,10 Oktober 1903,1903-10-10,1903-10-10,1903-10-17,7,Poesía,NA,NA,A Sanín Cano,,NA,,3,NA,NA,NA,
La Gruta,121,"Rémy, François",,,https://books.google.com.co/books?id=xmna3X1t3c4C&pg=PA290&lpg=PA290&dq=Francois+R%C3%A9my+escritor&source=bl&ots=PHmocDJ4Ci&sig=ACfU3U2h6inNS1dU3rkQocNAOPWsEjOcMA&hl=es&sa=X&ved=2ahUKEwjgl-LSu4TzAhWfRzABHSLzDy4Q6AF6BAgMEAM#v=onepage&q=Francois%20R%C3%A9my%20escritor&f=false,M,Francés,NA,NA,NA,El alma de las rosas,10,10 Oktober 1903,1903-10-10,1903-10-10,1903-10-17,7,Cuento,NA,NA,NA,,NA,,2,NA,NA,NA,https://books.google.com.co/books?id=xmna3X1t3c4C&pg=PA290&lpg=PA290&dq=Francois+R%C3%A9my+escritor&source=bl&ots=PHmocDJ4Ci&sig=ACfU3U2h6inNS1dU3rkQocNAOPWsEjOcMA&hl=es&sa=X&ved=2ahUKEwjgl-LSu4TzAhWfRzABHSLzDy4Q6AF6BAgMEAM#v=onepage&q=Francois%20R%C3%A9my%20escritor&f=false
La Gruta,122,"Acosta, Javier",,,NA,M,Colombiano,NA,NA,NA,Una estrella extinguida. (A la manera de Richein),10,10 Oktober 1903,1903-10-10,1903-10-10,1903-10-17,7,Cuento,NA,NA,A Juan C. Osorio,,NA,,5,NA,NA,NA,
La Gruta,123,"Espinosa Guzmán, Rafael",director,REG,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,1858,NA,NA,La semana,10,10 Oktober 1903,1903-10-10,1903-10-10,1903-10-17,7,No ficción,NA,NA,NA,,NA,,4,NA,NA,NA,
La Gruta,124,"Echeverría, Eduardo",,,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,NA,NA,NA,La oración,10,10 Oktober 1903,1903-10-10,1903-10-10,1903-10-17,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma
La Gruta,125,"Valencia, Francisco",,Pacho Valencia,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,NA,NA,NA,NA,Carcelero,10,10 Oktober 1903,1903-10-10,1903-10-10,1903-10-17,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,126,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,10,10 Oktober 1903,1903-10-10,1903-10-10,1903-10-17,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,127,Anónimo,,,NA,M,NA,NA,NA,NA,La agencia de Fedérico Rivas Frade,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,128,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,129,"Flórez, Julio",,,https://es.wikipedia.org/wiki/Julio_Fl%C3%B3rez,M,Colombiano,1867,1923,NA,Gota de ajenjo,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,130,"Villafañe, Carlos",,,https://www.ecured.cu/Carlos_Mar%C3%ADa_Villafa%C3%B1e,M,Colombiano,1881,1959,NA,Arde el enigma de tus ojos...,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Poesía,NA,NA,A M.E.T,,NA,,1,NA,NA,NA,
La Gruta,131,"Grillo, Maximiliano ",,,https://biblioteca.academiahistoria.org.co/pmb/opac_css/index.php?lvl=author_see&id=13640,M,Colombiano,1868,1949,NA,Letras humanas,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Crítica,NA,NA,NA,,NA,,3,NA,NA,NA,
La Gruta,132,"Espinosa Guzmán, Rafael",director,REG,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,1858,NA,NA,Unico beso,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Cuento,Cuento,NA,Para Ambrosio Torres,,NA,,1,NA,NA,NA,
La Gruta,133,"Isaza, Horacio",,,NA,M,Colombiano,NA,NA,NA,Dístico,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Poesía,NA,NA,A Isa Za,,NA,,1,NA,NA,NA,http://www.jericopatrimonial.com.co/?p=323
La Gruta,134,"Gaitán O., Gustavo",,,https://www.revistacredencial.com/historia/temas/treinta-y-seis-mil-quinientos-dias-de-prensa-escrita,M,Colombiano,NA,NA,NA,Gruta Simbólica,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Biografía,NA,NA,NA,,NA,,2,NA,NA,NA,
La Gruta,135,"Quijano, Arturo A.",,,https://biblioteca.academiahistoria.org.co/pmb/opac_css/index.php?lvl=author_see&id=6830,M,Colombiano,1878,1935,NA,Bohemía infantil. Por qué lloras...,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Cuento,NA,NA,NA,,NA,,2,NA,NA,NA,
La Gruta,136,"Quijano, Arturo A.",,,https://biblioteca.academiahistoria.org.co/pmb/opac_css/index.php?lvl=author_see&id=6831,M,Colombiano,1878,1935,NA,Romancero de REG,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Poesía,NA,NA,NA,,NA,,4,NA,NA,NA,
La Gruta,137,"Gaitán O., Gustavo",,,https://www.revistacredencial.com/historia/temas/treinta-y-seis-mil-quinientos-dias-de-prensa-escrita,M,Colombiano,NA,NA,NA,Arturo A. Quijano,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,138,"Saavedra Galindo, Jose Manuel",,,https://viaf.org/viaf/45746886/ ,M,Colombiano,1885,1931,NA,Aves negras,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,139,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,11,17 Oktober 1903,1903-10-17,1903-10-17,1903-10-24,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,140,Anónimo,,,NA,M,NA,NA,NA,NA,La agencia de Fedérico Rivas Frade,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,141,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,142,"Londoño, Víctor Manuel",director,,https://viaf.org/viaf/1360163570577016620003/ ,M,Colombiano,1876,1936,NA,Sortilegio,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,143,"Valencia, Francisco",,Pacho Valencia,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,NA,NA,NA,Rosas,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma
La Gruta,144,"Valencia, Francisco",,Pacho Valencia,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,NA,NA,NA,Violetas,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma
La Gruta,145,"Isaza, Horacio",,,http://www.jericopatrimonial.com.co/?p=323,M,Colombiano,NA,NA,NA,A mi madre,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,http://www.jericopatrimonial.com.co/?p=323
La Gruta,146,"Espinosa Guzmán, Rafael",director,REG,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,1858,NA,NA,La semana,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,No ficción,NA,NA,NA,,NA,,2,NA,NA,NA,
La Gruta,147,"Pinto, Eliseo",,,NA,M,Colombiano,NA,NA,NA,Campaña corta,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,Cuento,NA,NA,Para Enrique olaya H.,,NA,,6,NA,NA,NA,
La Gruta,148,"Espinosa Guzmán, Rafael",director,REG,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,1858,NA,NA,El leñateo,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,Cuento,Cuento,NA,Para Max Velez,,NA,,3,NA,NA,NA,
La Gruta,149,"Cantillo, Liborio D.",,,NA,M,Colombiano,NA,NA,NA,El Dr. Arturo A. Quijano,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,Comentario,NA,NA,NA,,NA,,2,NA,NA,NA,
La Gruta,150,"Rivas Frade, Fedérico",director,,"https://www.ecured.cu/Federico_Rivas_Frade#:~:text=Fue%20conocido%20especialmente%20por%20sus,primer%20diario%20liberal%20de%20Bogot%C3%A1.",M,Colombiano,1856,1922,NA,Rima,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,151,"Isaza, Horacio",,,http://www.jericopatrimonial.com.co/?p=323,M,Colombiano,NA,NA,NA,A mi amada,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,http://www.jericopatrimonial.com.co/?p=323
La Gruta,152,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,12,24 Oktober 1903,1903-10-24,1903-10-24,1903-10-31,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,153,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,154,"Rivas Frade, Fedérico",director,,"https://www.ecured.cu/Federico_Rivas_Frade#:~:text=Fue%20conocido%20especialmente%20por%20sus,primer%20diario%20liberal%20de%20Bogot%C3%A1.",M,Colombiano,1856,1922,NA,Banco Número 1,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,155,"Uribe, Diego",,,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,NA,NA,NA,Tras la lluvia,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Poesía,NA,NA,A Rafael Espinosa G.,,NA,,1,NA,NA,NA,
La Gruta,156,"Sánchez, Alberto",,,NA,M,Colombiano,NA,NA,NA,Modvlation,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,157,"Sánchez, Alberto",,,NA,M,Colombiano,NA,NA,NA,Oremvs,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,158,"Saavedra Zárate, C.",,,NA,M,Colombiano,NA,NA,NA,Siempre,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Poesía,NA,NA,Para Eduardo Echeverría,,NA,,1,NA,NA,NA,
La Gruta,159,"Acosta, Javier",,,NA,M,Colombiano,NA,NA,NA,¡Ave femenina!,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Poesía,NA,NA,Para Joaquín Güel,,NA,,1,NA,NA,NA,
La Gruta,160,EDOS,,EDOS,NA,M,NA,NA,NA,NA,Gruta Simbólica,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,No ficción,NA,NA,NA,,NA,,4,NA,NA,NA,
La Gruta,161,"Espinosa Guzmán, Rafael",director,REG,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,1858,NA,NA,Almas y flores,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Cuento,Cuento,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,162,"Arboleda, Arturo",,,NA,M,Colombiano,NA,NA,NA,Lejanías. C'etait una belle belle. R. De Gourmont,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Cuento,NA,NA,Para REG,,NA,,2,NA,NA,NA,
La Gruta,163,"Echeverría, Marcelino",,,NA,M,NA,NA,NA,NA,Amanecerá y veremos...,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Cuento,NA,NA,NA,,NA,,3,NA,NA,NA,
La Gruta,164,"Espinosa Guzmán, Rafael",director,REG,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,1858,NA,NA,La semana,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,No ficción,NA,NA,NA,,NA,,3,NA,NA,NA,
La Gruta,165,"Londoño, Víctor Manuel",director,,https://viaf.org/viaf/1360163570577016620003/ ,M,Colombiano,1876,1936,NA,En un álbum,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,166,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,167,"Villafañe, Carlos",,,https://www.ecured.cu/Carlos_Mar%C3%ADa_Villafa%C3%B1e,M,Colombiano,1881,1959,NA,En el día de los muertos,13,31 Oktober 1903,1903-10-31,1903-10-31,1903-11-07,7,Poesía,NA,NA,A Daniel Gil Lemos,,NA,,1,NA,NA,NA,
La Gruta,168,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,14,7 November 1903,1903-11-07,1903-11-07,1903-11-14,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,169,"Arce, Julio César",,,https://cvc.cervantes.es/lengua/thesaurus/pdf/13/TH_13_123_120_0.pdf,M,Colombiano,NA,NA,NA,Rondel,14,7 November 1903,1903-11-07,1903-11-07,1903-11-14,7,Poesía,NA,NA,Para Rafael Espinosa G.,,NA,,1,NA,NA,NA,
La Gruta,170,"Quijano, Arturo A.",,,https://biblioteca.academiahistoria.org.co/pmb/opac_css/index.php?lvl=author_see&id=6832,M,Colombiano,1878,1935,NA,¿Warum?,14,7 November 1903,1903-11-07,1903-11-07,1903-11-14,7,Poesía,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,171,"Espinosa Guzmán, Rafael",director,REG,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,1858,NA,NA,De literatura,14,7 November 1903,1903-11-07,1903-11-07,1903-11-14,7,Crítica,NA,NA,NA,,NA,,5,NA,NA,NA,
La Gruta,172,"Terán, Luis María",,,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,NA,NA,NA,Antoñica,14,7 November 1903,1903-11-07,1903-11-07,1903-11-14,7,Cuento,NA,NA,NA,,NA,,3,NA,NA,NA,
La Gruta,173,"Sánchez, Alberto",,,NA,M,Colombiano,NA,NA,NA,Día de difuntos,14,7 November 1903,1903-11-07,1903-11-07,1903-11-14,7,Cuento,NA,NA,NA,,NA,,2,NA,NA,NA,
La Gruta,174,"Castello, Manuel",,,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,NA,NA,NA,Besos y lágrimas,14,7 November 1903,1903-11-07,1903-11-07,1903-11-14,7,Cuento,NA,NA,Para Joaquín Güel,,NA,,3,NA,NA,NA,
La Gruta,175,"Consuegra, Manuel S.",,,http://www.periodicas.edu.uy/o/Revista_La/pdfs/La_Revista_1_2_6.pdf,M,Colombiano,NA,NA,NA,Manos en las tinieblas,14,7 November 1903,1903-11-07,1903-11-07,1903-11-14,7,Poesía,NA,NA,Para Rafael Espinosa G.,,NA,,1,NA,NA,NA,Este autou publica en la revista uruguaya. La revista. Literatura y ciencias.
La Gruta,176,Anónimo,,,NA,M,NA,NA,NA,NA,Los canjes para la gruta,14,7 November 1903,1903-11-07,1903-11-07,1903-11-14,7,canjes,NA,NA,NA,,NA,,1,NA,NA,NA,
La Gruta,177,Anónimo,,,NA,M,NA,NA,NA,NA,Anuncios,14,7 November 1903,1903-11-07,1903-11-07,1903-11-14,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,178,"Rivas Frade, Fedérico",director,,"https://www.ecured.cu/Federico_Rivas_Frade#:~:text=Fue%20conocido%20especialmente%20por%20sus,primer%20diario%20liberal%20de%20Bogot%C3%A1.",M,Colombiano,1856,1922,NA,Banco Número 1,14,7 November 1903,1903-11-07,1903-11-07,1903-11-14,7,Anuncio,NA,NA,NA,,NA,,sp,NA,NA,NA,
La Gruta,179,"Espinosa Guzmán, Rafael",director,REG,https://www.banrepcultural.org/biblioteca-virtual/credencial-historia/numero-216/la-gruta-simbolica-una-anecdota-en-si-misma,M,Colombiano,1858,NA,NA,Gruta Simbólica,14,7 November 1903,1903-11-07,1903-11-07,1903-11-14,7,Carta,NA,NA,NA,,NA,,1,NA,NA,NA,
