"Autor de la contribución
Apellido, Nombre",Fuente de datos,Seudónimo,Sexo,País de origen,Año de nacimiento del colaborador,Año de muerte del colaborador,GND_ID,Wikidata_ID,Colaboradores_GND,Sexo o género_GND,Fecha de nacimiento_GND,Fecha de fallecimiento_GND,Lugar de nacimiento GND,País de origen GND,Colaboradores_Wikidata,sexo o género_Wikidata,Lugar de nacimiento_Wikidata,País de origen_Wikidata,Fecha de nacimiento_Wikidata,Fecha de fallecimiento_Wikidata,Colaborador_VIAF,Link_VIAF,,
"Barbier, Auguste",https://d-nb.info/gnd/11865713,,M,Francia,1805,1882,118657135,Q738494,"Barbier, Auguste",Männlich,1805-04-29,1882-02-13,Paris,France,Henri Auguste Barbier,male,Paris,France,1805-04-29,1882-02-13,"Barbier, Auguste",http://viaf.org/viaf/10639641,10639641,
"Barón, Felipe","Ospina, Joaquín: Diccionario biográfico y bibliográfico de Colombia. - Bogotá : Cromos, 1927-1939.",,M,Colombia,1886,19..,,,,,,,,,,,,,,,,,,
"Barrera Parra, Jaime",Sánchez: Diccionario,,M,Colombia,1892,1935,140707425,,"Barrera Parra, Jaime",Unbekannt,1890,1935,,,"Barrera Parra, Jaime",,,,,,"Parra, Jaime Barrera 1892-1935",http://viaf.org/viaf/63998683,63998683,
"Barrera Vargas, Camilo",Sánchez: Diccionario; Ardila/Viscaino; Echavarria,,M,Colombia,1902,1932,,,"Barrera Vargas, Camilo",,,,,,"Barrera Vargas, Camilo",,,,,,"Barrera Vargas, Camilo",,,
"Barrès, Maurice",https://es.wikipedia.org/wiki/Maurice_Barr%C3%A8s,,M,Francia,1862,1923,,Q314957,"Barres, Maurice",,,,,,Maurice Barrès,male,Charmes,France,1862-08-19,1923-12-04,"Barrés, Maurice 1862-1923",http://viaf.org/viaf/66463260,,
"Barreto, José María",https://es.wikipedia.org/wiki/Jos%C3%A9_Mar%C3%ADa_Barreto,,M,Perú,1875,1948,,,,,,,,,,,,,,,,,,
"Barrientos Restrepo, Samuel",http://viaf.org/viaf/78627079; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1908,,,,"BARRIENTOS RESTREPO, SAMUEL",,,,,,"BARRIENTOS RESTREPO, SAMUEL",,,,,,"Barrientos Restrepo, Samuel, 1908-",http://viaf.org/viaf/78627079,78627079,
"Barzini, Luigi",https://d-nb.info/gnd/119261286,,M,Italia,1874,1947,119261286,,"Barzini, Luigi",Männlich,1874-02-07,1947-09-06,Orvieto,Italien,"Barzini, Luigi",,,,,,"Barzini, Luigi",http://viaf.org/viaf/4941200,4941200,
"Bastidas, Emilio",https://d-nb.info/gnd/1057252867,,,,1905,1976,1057252867,,"Bastidas, Emilio",Unbekannt,1905,1976,,,"Bastidas, Emilio",,,,,,"Bastidas, Emilio",,,
"Bayona Posada, Jorge",https://www.diccionariodecolombia.expert/diccionario-enciclopedico/bayona-posada-jorge/,,M,Colombia,1888,1948,,,,,,,,,"Bayona Posada, Jorge",,,,,,"Bayona Posada, Jorge",,,
"Bayona Posada, Nicolás",https://viaf.org/viaf/1373622,,M,Colombia,1899,1963,1057721468,,"Bayona Posada, Nicolás",Unbekannt,1902,,,,"Bayona Posada, Nicolás",,,,,,"Bayona Posada, Nicolás",https://viaf.org/viaf/1373622,1373622,
"Beaunier, André",https://en.wikipedia.org/wiki/Andr%C3%A9_Beaunier,,M,Francia,1869,1925,116125004,Q2847245,"Beaunier, André",Männlich,1869-09-22,1925-12-09,Évreux,Frankreich,André Beaunier,male,Évreux,France,1869-09-22,1925-12-09,"Beaunier, André",http://viaf.org/viaf/51685468,,
"Becerra, Ricardo",https://d-nb.info/gnd/1053050852,,M,Colombia,1836,1905,1053050852,,"Becerra, Ricardo",Unbekannt,1836-10-24,1905-04-04,Bogotá,Kolumbien,Ricardo Alfredo Becerra,,,,,,"Becerra, Ricardo",http://viaf.org/viaf/16077368,16077368,
"Bécquer, Gustavo Adolfo",https://d-nb.info/gnd/11890423X,,M,España,1836,1870,11890423X,Q203715,"Bécquer, Gustavo Adolfo",Männlich,1836,1870,Sevilla,Spanien,Gustavo Adolfo Bécquer,male,Seville,España,1836-02-17,1870-12-22,"Bécquer, Gustavo Adolfo, 1836-1870.",http://viaf.org/viaf/39390815,39390815,
"Bedoya Céspedes, Libardo",https://d-nb.info/gnd/1057458341,,M,Colombia,1912,,1057458341,,"Bedoya Céspedes, Libardo",Unbekannt,1912,,,,"BEDOYA CESPEDES, LIBARDO",,,,,,"Bedoya Céspedes, Libardo 1912-",http://viaf.org/viaf/103576104,103576104,
"Bedoya M., Luis I.",https://d-nb.info/gnd/1157350143,,M,Colombia,,,1157350143,,"Bedoya M., Luis I.",Unbekannt,,,,,"BEDOYA M., LUIS IVAN",,,,,,"Bedoya M., Luis Iván",http://viaf.org/viaf/93434434,93434434,
"Bellaigue, Camile",https://www.wikidata.org/wiki/Q365141,,M,Francia,1858,1930,1020675659,Q3651418,"Bellaigue, Camille",Unbekannt,1858,1930,,,"Bellaigue, Camile",male,Paris,France,1858-05-24,1930-10-04,"Bellaigue, Camile",http://viaf.org/viaf/66734105,66734105,
"Bello, Andrés",https://es.wikipedia.org/wiki/Andr%C3%A9s_Bello,,M,Venezuela,1781,1865,118658069,Q439195,"Bello, Andrés",Männlich,1781-11-29,1865-10-15,Caracas,Venezuela,Andrés Bello,male,Caracas,Venezuela,1781-11-29,1865-10-15,"Bello, Andrés",http://viaf.org/viaf/22152206,,
"Benavente, Jacinto",http://viaf.org/viaf/64015709,,M,España,1866,1954,,,,,,,,,,,,,,,,,,
"Bengoechea, Alfredo de",https://viaf.org/viaf/64249542,,M,Colombia,1877,1954,,,,,,,,,,,,,,,"Bengoechea, Alfredo de",https://viaf.org/viaf/64249542,64249542,https://catalogue.bnf.fr/ark:/12148/cb14569646z
"Bernal Jiménez, Rafael",https://www.wikidata.org/wiki/Q96635745,,M,,1898,1974,,Q96635745,"Bernal Jiménez, Rafael",,,,,,Rafael Bernal Jiménez,male,,,1898-01-01T00:00:00Z,1974-01-01T00:00:00Z,"Bernal Jiménez, Rafael",,,
"Bernal, José María",https://www.wikidata.org/wiki/Q18590618,,M,Colombia,1895,1965,,Q18590618,"BERNAL, JOSÉ MARÍA",,,,,,José María Bernal,male,La Ceja del Tambo,Colombia,1895-06-29T00:00:00Z,1965-09-28T00:00:00Z,"BERNAL, JOSÉ MARÍA",,,
"Berrío Acevedo, Manuel Tiberio",Sánchez: Diccionario,,M,Colombia,1890,,,,"Berrío Acevedo, Manuel Tiberio",,,,,,"Berrío Acevedo, Manuel Tiberio",,,,,,"Berrío Acevedo, Manuel Tiberio",,,
"Betancourt Villegas, Félix",Sánchez: Diccionario,,M,Colombia,1872,,,,"Betancourt, Felix",,,,,,Félix Betancourt,,,,,,"Betancourt, Felix",,,
"Betancur Arango, José Ignacio",Sánchez: Diccionario Autores Antioqueños,Jiba,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Betancur Cuartas, Belisario",https://www.wikidata.org/wiki/Q345571,,M,Colombia,1923,2018,119048574,Q345571,"Betancur Cuartas, Belisario",Unbekannt,1923-02-04,2018-12-07,,,Belisario Betancur,male,Amagá,Colombia,1923-02-04T00:00:00Z,2018-12-07T00:00:00Z,"Betancur, Belisario, 1923-2018",http://viaf.org/viaf/79020460,79020460,
"Betancur Cuartas, Jaime",https://www.wikidata.org/wiki/Q113500083,,M,Colombia,1930,,,Q113500083,"BETANCUR CUARTAS, JAIME",,,,,,Jaime Betancur Cuartas,male,,,,,"Betancur Cuartas, Jaime, 1930-",http://viaf.org/viaf/72728516,72728516,
"Betancur Mejía, Gabriel",https://www.wikidata.org/wiki/Q620757,,M,Colombia,1918,2002,1057716707,Q620757,"Betancur Mejía, Gabriel",Unbekannt,,,,,Gabriel Betancourt Mejía,male,Medellín,Colombia,1918-04-27T00:00:00Z,2002-03-23T00:00:00Z,"Betancur Mejía, Gabriel",http://viaf.org/viaf/58075708,58075708,
"Betancur, Agapito",https://d-nb.info/gnd/1057613061,,M,Colombia,1859,1936,1057613061,,"Betancur, Agapito",Unbekannt,1859,1936,,,"BETANCUR, AGAPITO",,,,,,"Betancur, Agapito, 1859-1936",http://viaf.org/viaf/63525031,63525031,
"Biart, Lucien",https://www.wikidata.org/wiki/Q18000273,,M,Francia,1829,1897,,Q18000273,,,,,,,,,,,,,,,,
"Bilac, Olavo",https://d-nb.info/gnd/121751961,,M,Brasil,1865,1918,121751961,Q982354,,,,,,,,,,,,,,http://viaf.org/viaf/73898176,73898176,
"Bissière, Roger",https://www.wikidata.org/wiki/Q518444,,M,Francia,1886,1964,,Q518444,Bissière,,,,,,Roger Bissière,male,Villeréal,France,1886-09-22,1964-12-02,"Bissière, Roger, 1886-1964",http://viaf.org/viaf/49275774,49275774,
"Blaine, James G.",https://www.wikidata.org/wiki/Q448778,,M,Estados Unidos,1830,1893,11885187X,Q448778,"Blaine, James Gillespie",Unbekannt,1830,1893,,,James G. Blaine,male,West Brownsville,United States of America,1830-01-31,1893-01-27,"Blaine, James Gillespie, 1830-1893",http://viaf.org/viaf/15566890,15566890,
"Blanco Asenjo, Ricardo",https://es.wikipedia.org/wiki/Ricardo_Blanco_Asenjo,,M,España,1847,1897,1057579777,Q6108034,"Blanco Asenjo, Ricardo",Unbekannt,,,,,Ricardo Blanco Asenjo,male,Burgos,España,1847-01-01,1897-03-02,"Blanco Asenjo, Ricardo (1847-1897).",https://viaf.org/viaf/314919689/,,
"Blanco Fombona, Rufino",https://es.wikipedia.org/wiki/Rufino_Blanco_Fombona,,M,Venezuela,1874,1944,118663712,Q3082880,"Blanco Fombona, Rufino",Männlich,1874-06-17,1944-10-16,Caracas,Venezuela,Rufino Blanco Fombona,male,Caracas,Venezuela,1874-06-17,1944-10-16,"Blanco-Fombona, Rufino, 1874-1944.",https://viaf.org/viaf/14764516/,,
"Blanco y Sánchez, Rufino",https://www.wikidata.org/wiki/Q5813137,,M,España,1861,1936,,Q5813137,,,,,,,,,,,,,,,,
"Blanco, Héctor","Quién es quién en Venezuela, Panama, Ecuador, Colombia : con datos recopilados hasta el 30 de Junio de 1952. - Bogotá : Perry, 1952; Yaben, Jacinto R.: Biografías argentinas y sudamericanas. - Buenos Aires : Metropolis, 1938-1940.",,M,Venezuela,1882,1952,,,,,,,,,,,,,,,,,,
"Blandon Berrio, Fidel Antonio",Sánchez: Diccionario Autores Antioqueños,Ernesto León Herrera,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Blasco Ibáñez, Vicente",https://d-nb.info/gnd/11866381X,,M,España,1867,1928,11866381X,Q219646,"Blasco Ibáñez, Vicente",Männlich,1867-01-29,1928-01-28,Valencia,Spanien,Vicente Blasco Ibáñez,male,Valencia,España,1867-01-29,1928-01-28,"Blasco Ibáñez, Vicente",http://viaf.org/viaf/73848096,73848096,
"Blomberg, Héctor Pedro",https://www.wikidata.org/wiki/Q1642843,,M,Argentina,1889,1955,1056589264,Q1642843,"Blomberg, Héctor Pedro",Unbekannt,1889-03-18,1955-04-03,,,Héctor Pedro Bloomberg,male,Buenos Aires,Argentina,1889-03-18,1955-04-03,"Blomberg, Héctor Pedro, 1889-1955",http://viaf.org/viaf/87060140,87060140,
"Bloy, León",https://www.txalaparta.eus/es/libreria/autores/leon-bloy,,M,Francia,1846,1917,118511866,Q462666,"Bloy, Léon",Männlich,1846-07-11,1917-11-03,,,Léon Bloy,male,Périgueux,France,1846-07-11,1917-11-03,"Bloy, Léon, 1846-1917",https://viaf.org/viaf/4926903/,,
"Bobadilla, Emilio",https://es.wikipedia.org/wiki/Emilio_Bobadilla,,M,Cuba,1862,1921,142826537,Q2917617,"Bobadilla, Emilio",Unbekannt,1862-07-24,1921-01-01,,,Emilio Bobadilla,male,Cárdenas,Cuba,1862-06-24,1921-01-01,"Bobadilla, Emilio, 1862-1921",https://viaf.org/viaf/86959601/,,
"Bocquet, León",https://fr.wikipedia.org/wiki/L%C3%A9on_Bocquet,,M,Francia,1876,1954,,Q18197319,"Bocquet, León",,,,,,Léon Bocquet,male,Marquillies,France,1876-08-11,1954-06-04,"Bocquet, Léon, 1876-1954",https://viaf.org/viaf/41976876/,,
"Böhl de Faber y Ruiz de Larrea, Cecilia",https://www.wikidata.org/wiki/Q291397,,F,España,1796,1877,,Q291397,,,,,,,,,,,,,,,,
"Bonilla, Manuel Antonio",https://www.wikidata.org/wiki/5655904,,M,Colombia,1872,1949,1057724823,Q5655904,"Bonilla, Manuel Antonio",Unbekannt,1872,1949,,,Manuel Antonio Bonilla Rebellón,male,La Victoria,Colombia,1872-06-21,1949-04-07,"Bonilla, Manuel A.",http://viaf.org/viaf/75864440,75864440,
"Bonnard, Abel",https://www.wikidata.org/wiki/Q318391,,M,Francia,1883,1968,116241748,Q318391,"Bonnard, Abel",Männlich,1883,1968,Poitiers,Frankreich,Abel Bonnard,male,Poitiers,France,1883-12-19,1968-05-31,"Bonnard, Abel",http://viaf.org/viaf/24616504,24616504,
"Borda, José Joaquín",https://d-nb.info/gnd/1027544649,,M,,1835,1878,1027544649,Q55229438,"Borda, José Joaquín",Männlich,1835,1878,,,Jose Joaquin Borda,male,,,1835-01-01T00:00:00Z,1878-01-01T00:00:00Z,"Borda, José Joaquín",,,
"Borrero Ramírez, Jaime",http://viaf.org/viaf/16159637062143111687; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1928,,,,"BORRERO RAMIREZ, JAIME",,,,,,"BORRERO RAMIREZ, JAIME",,,,,,"Borrero Ramírez, Jaime, 1928-",http://viaf.org/viaf/16159637062143111687,16159637062143100000,
"Botero Arango, Gerardo",Gallo Martínez,,M,Colombia,1911,1986,,,,,,,,,,,,,,,"Botero Arango, Gerardo",http://viaf.org/viaf/35952626,35952626,
"Botero Guerra, Camilo",https://viaf.org/viaf/989160667719003560001; Sánchez: Diccionario,,M,Colombia,1853,1942,,,,,,,,,"Botero Guerra, Camilo",,,,,,"Botero Guerra, Camilo",http://viaf.org/viaf/989160667719003560001,,
"Botero Palacio, Antonio",https://d-nb.info/gnd/1057177172,,M,Colombia,1927,,1057177172,,"Botero Palacio, Antonio",Unbekannt,1927,,,,"BOTERO PALACIO, ANTONIO",,,,,,"Botero Palacio, Antonio 1927-",http://viaf.org/viaf/16869347,16869347,
"Botero Ramos, Emilio",http://viaf.org/viaf/34312331; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1901,1961,,,"BOTERO RAMOS, EMILIO",,,,,,"BOTERO RAMOS, EMILIO",,,,,,"Botero Ramos, Emilio, 1901-1961",http://viaf.org/viaf/34312331,34312331,
"Botero Restrepo, Jesús",https://d-nb.info/gnd/1056559519,,M,Colombia,1921,,1056559519,,"Botero Restrepo, Jesús",Unbekannt,1921,,,,"BOTERO RESTREPO, JESÚS",,,,,,"Botero Restrepo, Jesús, 1921-",http://viaf.org/viaf/43390159,43390159,
"Botero Restrepo, Juan",https://d-nb.info/gnd/1015092233,,M,Colombia,1920,2002,1015092233,,"Botero Restrepo, Juan",Unbekannt,1920,2002,,,"BOTERO RESTREPO, JUAN",,,,,,"Botero Restrepo, Juan 1920-2002",http://viaf.org/viaf/62791909,62791909,
"Botero Ruiz, Juan José",https://www.wikidata.org/wiki/Q5950173,,M,Colombia,1840,1926,120410526X,Q5950173,"Botero, Juan J.",Unbekannt,1840-01-13,1926-02-09,Rionegro,Kolumbien,Juan José Botero Ruiz,male,Rionegro,Colombia,1840-01-13T00:00:00Z,1926-02-09T00:00:00Z,"Botero, Juan J.",http://viaf.org/viaf/9351158127401315150007,9351158127401320000000,
"Botero Saldarriaga, Roberto",https://d-nb.info/gnd/1056301406,Zoilo Expedito,M,Colombia,1871,1948,1056301406,,"Botero Saldarriaga, Roberto",Unbekannt,1871,1948,Antioquia,Kolumbien,"BOTERO SALDARRIAGA, ROBERTO",,,,,,"Botero Saldarriaga, Roberto, 1870-",http://viaf.org/viaf/93344131,93344131,
"Botero, Francisco",https://d-nb.info/gnd/1206122757,,,Colombia,1885,1938,1206122757,,"Botero, Francisco",Unbekannt,1885,1938,Manizales,Kolumbien,"Botero, Francisco",,,,,,"Botero, Francisco",http://viaf.org/viaf/101462293,101462293,
"Botero, Rodrigo",https://d-nb.info/gnd/1056227257,,M,Colombia,,,1056227257,,"Botero, Rodrigo",Unbekannt,,,,,"BOTERO, RODRIGO",,,,,,"Botero, Rodrigo",http://viaf.org/viaf/309739406,309739406,
"Bourget, Paul",http://viaf.org/viaf/29530799,,M,Francia,1852,1935,118659561,Q198644,"Bourget, Paul",Männlich,1852-09-02,1935-12-25,Amiens,Frankreich,Paul Bourget,male,Amiens,France,1852-09-02,1935-12-25,"Bourget, Paul",http://viaf.org/viaf/29530799,,
"Bravo Betancur, José María",https://d-nb.info/gnd/1056247320,,M,Colombia,,,1056247320,,"Bravo Betancur, José María",Unbekannt,,,,,"BRAVO BETANCUR, JOSÉ MARÍA",,,,,,"Bravo Betancur, José María",http://viaf.org/viaf/43426313,43426313,
"Bravo Uribe, Juan de Dios",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1886,1951,,,,,,,,,,,,,,,,,,
"Bravo, Pedro A.",Sánchez: Diccionario Autores Antioqueños,Héctor,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Briceño Jáuregui, Manuel",https://d-nb.info/gnd/13390489X,,,,1917,1992,13390489X,,"Briceño Jáuregui, Manuel",Unbekannt,1917,1992-10-28,,,"Briceño Jáuregui, Manuel",,,,,,"Briceño Jáuregui, Manuel",http://viaf.org/viaf/89055010,89055010,
"Briceño, Manuel",https://www.academia.edu/2437242/Los_Comuneros,,M,Colombia,1849,1885,,Q75827220,"Briceño, Manuel",,,,,,Manuel Briceño,male,Bogotá,Colombia,1849-07-08,1885-07-11,"Briceño, Manuel",http://viaf.org/viaf/46988875,,
"Brisay, Henry de",https://d-nb.info/gnd/1105772365,,M,Francia,1862,1919,1105772365,Q3133180,"Brisay, Henry de",Männlich,1862-12-10,1919-09-09,Paris,Frankreich,Henry de Brisay,male,,,1862-12-10,1919-09-09,"Brisay, Henry de 1862-1919",http://viaf.org/viaf/78767345,78767345,
"Buenahora, Luis",QeQ Ven.; Sánchez: Diccionario,,M,Colombia,1900,,,,"Buenahora, Luis",,,,,,"Buenahora, Luis",,,,,,"Buenahora, Luis",,,
"Builes, Miguel Angel",https://www.wikidata.org/wiki/Q11692710,,M,Colombia,1888,1971,123553318,Q11692710,"Builes, Miguel Angel",Unbekannt,1888,1971,,,Miguel Angel Builes,male,Antioquia Department,Colombia,1888-09-09T00:00:00Z,1971-09-29T00:00:00Z,"Builes G., Miguel Ángel, 1888-1971",http://viaf.org/viaf/77225153,77225153,
"Bunster, Cesar",http://viaf.org/viaf/5145857110322922804,,M,Chile,1894,1970,,,"Bunster, Cesar",,,,,,"Bunster, Cesar",,,,,,"Bunster, César, 1894-1970",http://viaf.org/viaf/5145857110322922804,"5,14586E+18",
"Burns, Robert",https://d-nb.info/gnd/118517775,,M,Reino Unido,1759,1796,118517775,,"Burns, Robert",Männlich,1759-01-25,1796-07-21,,,Robert Burns,,,,,,"Burns, Robert",https://viaf.org/viaf/32012434,32012434,
"Bustamante Iriarte, Francisco de",QeQ Ven.; Sánchez: Diccionario,,M,Colombia,1901,,,,"Bustamante Iriarte, Francisco de",,,,,,"Bustamante Iriarte, Francisco de",,,,,,"Bustamante Iriarte, Francisco de",,,
"Bustamante, José Ignacio",Minchero; Sánchez: Diccionario; Echavarria,,M,Colombia,1906,,1057144762,,"Bustamante, José Ignacio",Unbekannt,1906,,,,"Bustamante, José Ignacio",,,,,,"Bustamante, José Ignacio 1906-",http://viaf.org/viaf/70928436,70928436,
"Caballero Calderón, Eduardo",https://d-nb.info/gnd/172013437,,M,Colombia,1910,1993,172013437,Q5340549,"Caballero Calderón, Eduardo",Männlich,1910,1993,Bogotá,Kolumbien,Eduardo Caballero Calderón,male,Tipacoque,Colombia,1910-03-06T00:00:00Z,1993-04-03T00:00:00Z,"Caballero Calderón, Eduardo, 1910-1993",http://viaf.org/viaf/84970838,84970838,
"Caballero Calderón, Lucas",https://d-nb.info/gnd/1047576864,,M,Colombia,1913,1981,1047576864,,"Caballero Calderón, Lucas",Unbekannt,1913-08-06,1981-07-15,Bogotá,Kolumbien,"Caballero Calderón, Lucas",,,,,,"Caballero Calderón, Lucas",http://viaf.org/viaf/23438094,23438094,
"Caballero de Gómez, Ana",Sánchez: Diccionario,,F,Colombia,,,,,"Caballero, Ana",,,,,,"Caballero de Gómez, Ana",,,,,,"Caballero de Gómez, Ana",,,
"Cabarico Briceño, Jorge",Sánchez: Diccionario,,M,Colombia,1922,,,,"Cabarico Briceño, Jorge",,,,,,"Cabarico Briceño, Jorge",,,,,,"Cabarico Briceño, Jorge",,,
"Cabello de Carbonera, Mercedes",https://www.wikidata.org/wiki/Q543726,,F,Perú,1845,1909,119492393,Q543726,"Cabello de Carbonera, Mercedes",Unbekannt,1845,1909,,,Mercedes Cabello,female,Moquegua,Peru,1845-02-07,1909-10-12,"Cabello de Carbonera, Mercedes",http://viaf.org/viaf/56788247,56788247,
"Cabeza Quiñones, Carlos Arturo",QeQ Ven.; Sánchez: Diccionario,,M,Colombia,1920,,,,"Cabeza Quiñones, Carlos Arturo",,,,,,"Cabeza Quiñones, Carlos Arturo",,,,,,"Cabeza Quiñones, Carlos Arturo",,,
"Cáceres, Julio Alfonso",Minchero; Sánchez: Diccionario; Echavarria,,M,Colombia,1917,1980,,,"Cáceres, Julio Alfonso",,,,,,"Cáceres, Julio Alfonso",,,,,,"Cáceres, Julio Alfonso",,,
"Cadavid A., Antonio José",http://viaf.org/viaf/4478115; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1866,1919,,,"CADAVID, ANTONIO JOSÉ",,,,,,"CADAVID, ANTONIO JOSÉ",,,,,,"Cadavid A., Antonio José, 1866-1919",http://viaf.org/viaf/4478115,4478115,
"Cadavid Restrepo, Tomás",Gallo Martínez,,M,Colombia,1883,1952,,,,,,,,,,,,,,,"Cadavid Restrepo, Tomás",http://viaf.org/viaf/88601035,88601035,
"Cadavid Uribe, Gonzalo",https://d-nb.info/gnd/105579087X; Sánchez: Diccionario,,M,Colombia,1920,1978,105579087X,,"Cadavid Uribe, Gonzalo",Unbekannt,1920,,,,"CADAVID URIBE, GONZALO",,,,,,"Cadavid Uribe, Gonzalo, 1920-",http://viaf.org/viaf/59146690,59146690,
"Cadavid Uribe, Lorenzo",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Cadavid, Mauro",Sánchez: Diccionario Autores Antioqueños,Oruam Divadac,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Cadenas, José Juan",https://es.wikipedia.org/wiki/Jos%C3%A9_Juan_Cadenas,,M,España,1872,1947,1053068239,Q20133096,"Cadenas, José Juan",Unbekannt,1872,1947,Madrid,Spanien,José Juan Cadenas,male,Madrid,España,1872-01-01,1947-01-01,"Cadenas, José Juan",http://viaf.org/viaf/86947811,,
"Cádiz, Diego José de",https://www.wikidata.org/wiki/Q2698619,,M,España,1743,1801,119468905,Q2698619,"Diego José, de Cádiz",Unbekannt,1743,1801,,,Didacus Joseph of Cadiz,male,Cádiz,España,1743-03-30T00:00:00Z,1801-03-24T00:00:00Z,"Cádiz, Diego José de",,,
"Caicedo Rojas, José",https://d-nb.info/gnd/1055472665,,M,Colombia,1816,1898,1055472665,Q106541793,"Caícedo Rojas, José",Unbekannt,1816-08-08,1898-10-16,Bogotá,Kolumbien,José Caicedo Rojas,,,,1816-01-01,1898-01-01,"Caicedo Rojas, José",http://viaf.org/viaf/58621133,58621133,
"Caicedo, Edgar",Sánchez: Diccionario,,M,Colombia,1928,,,,"Caicedo, Edgar",,,,,,"Caicedo, Edgar",,,,,,"Caicedo, Edgar",http://viaf.org/viaf/91719168,91719168,
"Calcaño, Julio",https://www.wikidata.org/wiki/Q55837614,,M,Venezuela,1840,1980,,Q55837614,"Calcaño, Julio",,,,,,Julio Calcaño,male,,Venezuela,1840-01-01,1918-01-01,"Calcaño, Julio",http://viaf.org/viaf/75299392,75299392,
"Calderón, Luis Eduardo",OPAC Biblioteca Nacional de Colombia,,M,Colombia,1885,1918,,,,,,,,,,,,,,,,,,
"Camacho Carrizosa, Guillermo",https://d-nb.info/gnd/1055472983,,M,Colombia,1876,1932,1055472983,Q106685241,"Camacho Carrizosa, Guillermo",Unbekannt,1876,1932,,,Guillermo Camacho Carrizosa,male,,,,,"Camacho Carrizosa, Guillermo, 1876-1932",http://viaf.org/viaf/302635522,302635522,
"Camacho Leyva, Ernesto",QeQ Ven.; Minchero; Sánchez: Diccionario,,M,Colombia,1914,,105736763X,,"Camacho Leiva, Ernesto",Unbekannt,,,,,"Camacho Leyva, Ernesto",,,,,,"Camacho Leyva, Ernesto",http://viaf.org/viaf/6849159477878927990005,"6,84916E+21",
"Camacho Montoya, Guillermo",QeQ Ven.; Sánchez: Diccionario,,M,Colombia,1908,,,,"Camacho Montoya, Guillermo",,,,,,"Camacho Montoya, Guillermo",,,,,,"Camacho Montoya, Guillermo",http://viaf.org/viaf/7609160667771803560000,"7,60916E+21",
"Camacho Ramírez, Arturo",https://www.wikidata.org/wiki/Q5707149,,M,Colombia,1910,1982,1019864133,Q5707149,"Camacho Ramírez, Arturo",Unbekannt,1910,1982,,,Arturo Camacho Ramírez,male,Ibagué,Colombia,1910-10-28,1982-10-24,"Camacho Ramírez, Arturo",http://viaf.org/viaf/34488242,34488242,
"Camacho Roldán, Salvador",https://www.wikidata.org/wiki/Q3470324,,M,Colombia,1827,1900,1055472827,Q3470324,"Camacho, Salvador",Unbekannt,1827-01-01,1900-06-19,,,Salvador Camacho,male,Nunchía,Colombia,1827-01-01,1900-06-19,"Camacho Roldán, Salvador",http://viaf.org/viaf/53053457,53053457,
"Camp, Jean",http://viaf.org/viaf/93478044,,M,Francia,1891,1968,173176763,,"Camp, Jean",Unbekannt,1891,,,,"Camp, Jean",,,,,,"Camp, Jean",http://viaf.org/viaf/93478044,93478044,
"Campo Pineda, Porthos",Sánchez: Diccionario; Avila A.; Echavarria,José Mirale,M,Colombia,1917,,,,"Campo Pineda, Porthos",,,,,,"Campo Pineda, Porthos",,,,,,"Campo Pineda, Porthos",,,
"Campoamor, Ramón de",http://viaf.org/viaf/2542317,,M,España,1817,1901,,,,,,,,,,,,,,,,,,
"Campuzano Saenz, Ricardo",Sánchez: Diccionario Autores Antioqueños,Caraimo Danáster,M,Colombia,1828,1912,,,,,,,,,,,,,,,,,,
